sma_fast,sma_slow,annual_return,ema_fast,ema_slow
25.0,29.0,9.0480595840174,,
10.0,32.0,9.012562244073411,,
9.0,33.0,8.55685476194035,,
,,4.913251491954073,10.0,23.0
,,4.024491901312803,8.0,38.0
,,3.925206519304583,1.0,10.0
