sma_fast,sma_slow,annual_return,ema_fast,ema_slow
29.0,28.0,20.132262818343097,,
28.0,17.0,20.03537331784855,,
28.0,27.0,19.67350190320724,,
,,12.3256548589011,16.0,15.0
,,12.3256548589011,17.0,14.0
,,12.17991428480117,13.0,11.0
