sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,12.246899049538964,1.0,11.0
26.0,79.0,11.398990706817695,,
16.0,129.0,11.237745171761343,,
20.0,68.0,11.225709416689416,,
,,9.301632534803312,1.0,12.0
,,9.247313053406488,7.0,62.0
