sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,13.008497967051792,1.0,17.0
,,12.748686142372613,2.0,15.0
,,12.325267379158626,2.0,14.0
1.0,25.0,12.153333477403775,,
1.0,23.0,12.110249310153096,,
1.0,18.0,11.475101112123715,,
