sma_fast,sma_slow,annual_return,ema_fast,ema_slow
27.0,29.0,23.551826465886883,,
27.0,28.0,18.78096718967236,,
13.0,31.0,18.383856110238536,,
,,15.235965387596424,15.0,29.0
,,15.041689242539618,17.0,26.0
,,14.9601804117078,19.0,24.0
