sma_fast,sma_slow,annual_return,ema_fast,ema_slow
12.0,23.0,44.60855293868588,,
1.0,70.0,41.52395357319479,,
11.0,24.0,41.28474093190744,,
,,40.12418348885724,2.0,74.0
,,39.24282331969697,2.0,73.0
,,38.32876806210889,20.0,79.0
