sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,24.92037963640152,12.0,27.0
,,24.505177438637844,14.0,23.0
,,24.267117106637524,13.0,25.0
4.0,47.0,23.179667744483407,,
3.0,50.0,22.890031830275,,
1.0,101.0,22.486436767836107,,
