sma_fast,sma_slow,annual_return,ema_fast,ema_slow
23.0,12.0,37.62903760188765,,
12.0,11.0,34.59087238108778,,
22.0,12.0,34.24789446769625,,
,,18.002026289884142,7.0,35.0
,,18.002026289884142,6.0,39.0
,,17.117307849342538,6.0,40.0
