sma_fast,sma_slow,annual_return,ema_fast,ema_slow
26.0,22.0,26.38370239714018,,
29.0,25.0,22.68115466172283,,
7.0,49.0,22.61970639038533,,
,,16.10835707298681,4.0,38.0
,,15.043832966182707,4.0,40.0
,,15.034881619768962,5.0,39.0
