sma_fast,sma_slow,annual_return,ema_fast,ema_slow
16.0,11.0,18.176703985721183,,
15.0,12.0,17.866413685153876,,
16.0,10.0,17.39215668302943,,
,,14.043644013855705,24.0,19.0
,,13.814897041729605,23.0,19.0
,,13.814897041729605,24.0,18.0
