sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,24.0,20.48023844785064,,
17.0,39.0,20.24289686038696,,
13.0,31.0,20.11809220121864,,
,,17.819590025335724,14.0,47.0
,,17.75724912461799,13.0,47.0
,,17.619705909560505,14.0,46.0
