sma_fast,sma_slow,annual_return,ema_fast,ema_slow
20.0,21.0,20.692645916778087,,
7.0,36.0,20.63692285836369,,
7.0,146.0,18.996062866257848,,
,,15.412260879486707,24.0,75.0
,,15.163162521852804,10.0,79.0
,,15.04099755469561,24.0,76.0
