sma_fast,sma_slow,annual_return,ema_fast,ema_slow
28.0,17.0,17.693002059939154,,
21.0,17.0,15.7838705285166,,
21.0,18.0,15.650287750880516,,
,,11.723389651842698,22.0,13.0
,,11.686181586120984,21.0,14.0
,,11.471749095228189,20.0,14.0
