sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,20.53274642828997,2.0,19.0
,,19.15830427364699,3.0,21.0
1.0,32.0,18.914409700923112,,
,,18.796922525667487,2.0,31.0
6.0,16.0,17.365185000722576,,
1.0,33.0,17.255355006587845,,
