sma_fast,sma_slow,annual_return,ema_fast,ema_slow
3.0,15.0,24.579471969935547,,
3.0,10.0,22.985942581440742,,
3.0,11.0,22.81337082935212,,
,,17.780672121071436,5.0,13.0
,,15.49958981773931,4.0,15.0
,,15.46017749621928,12.0,17.0
