sma_fast,sma_slow,annual_return,ema_fast,ema_slow
12.0,14.0,10.385108995800566,,
11.0,14.0,8.706682549238865,,
13.0,14.0,8.667559687512535,,
,,5.516064139859914,24.0,17.0
,,4.962984774288047,21.0,19.0
,,4.962984774288047,22.0,18.0
