sma_fast,sma_slow,annual_return,ema_fast,ema_slow
13.0,15.0,29.335105018552348,,
11.0,18.0,27.65255090426558,,
1.0,31.0,27.33376906752325,,
,,17.608750891462158,13.0,10.0
,,16.01547069586798,12.0,11.0
,,15.860451796752434,14.0,12.0
