sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,17.0,12.287290053430974,,
20.0,27.0,11.273919723232998,,
21.0,26.0,10.510579911589724,,
,,9.794953345981677,21.0,13.0
,,9.445091231225526,20.0,14.0
,,8.903639650991298,19.0,17.0
