sma_fast,sma_slow,annual_return,ema_fast,ema_slow
20.0,12.0,16.53504383622549,,
18.0,12.0,13.351374137894872,,
,,13.209457844171032,23.0,17.0
11.0,10.0,12.825070110589872,,
,,12.271979323248166,6.0,29.0
,,12.232094476342624,22.0,18.0
