sma_fast,sma_slow,annual_return,ema_fast,ema_slow
23.0,56.0,22.71346679638134,,
17.0,15.0,22.574352744212767,,
23.0,55.0,22.56868293939052,,
,,17.365511769810837,24.0,46.0
,,16.957329344869983,23.0,45.0
,,16.957329344869983,24.0,44.0
