sma_fast,sma_slow,annual_return,ema_fast,ema_slow
18.0,25.0,9.446612975538034,,
24.0,18.0,9.160026241886433,,
16.0,15.0,9.04694754682122,,
,,7.66091048778532,16.0,11.0
,,6.795806746546716,17.0,10.0
,,5.913160474956328,15.0,11.0
