sma_fast,sma_slow,annual_return,ema_fast,ema_slow
9.0,12.0,42.5589822152216,,
12.0,15.0,41.39211362388561,,
6.0,26.0,35.19414296381407,,
,,31.389428738988023,4.0,16.0
,,30.300683433518707,4.0,15.0
,,27.86880504579013,3.0,19.0
