sma_fast,sma_slow,annual_return,ema_fast,ema_slow
27.0,51.0,18.572951024448447,,
6.0,10.0,18.16343447523445,,
26.0,51.0,17.074820877080363,,
,,15.238141219862417,21.0,23.0
,,14.036065769574648,20.0,25.0
,,13.297737606703508,19.0,26.0
