sma_fast,sma_slow,annual_return,ema_fast,ema_slow
27.0,44.0,39.77196115046376,,
16.0,46.0,37.43171335913527,,
21.0,22.0,35.27093756664472,,
,,20.245591421236405,10.0,76.0
,,19.43134250664278,12.0,67.0
,,19.414708624499973,10.0,77.0
