sma_fast,sma_slow,annual_return,ema_fast,ema_slow
17.0,59.0,37.6364719633733,,
17.0,60.0,37.05801890940024,,
17.0,61.0,37.03357295128457,,
,,26.002529826506706,19.0,65.0
,,23.09189282796928,20.0,63.0
,,23.036300735180664,20.0,62.0
