sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,37.17354272678188,2.0,36.0
,,36.94112549362308,2.0,33.0
13.0,52.0,36.28361765069606,,
14.0,51.0,36.25589314646196,,
13.0,51.0,36.15262752240645,,
,,35.88331494484307,2.0,34.0
