sma_fast,sma_slow,annual_return,ema_fast,ema_slow
17.0,20.0,34.34941642470674,,
17.0,21.0,32.163143978169536,,
25.0,26.0,28.25183864789465,,
,,22.490325513783024,3.0,38.0
,,22.445515408546303,2.0,36.0
,,22.27388891883308,3.0,33.0
