sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,29.63027313881008,21.0,20.0
,,28.745943368226943,22.0,18.0
,,28.48532220328497,22.0,19.0
21.0,11.0,26.7222407514472,,
29.0,22.0,25.69904221975541,,
3.0,13.0,24.38829452332322,,
