sma_fast,sma_slow,annual_return,ema_fast,ema_slow
20.0,36.0,25.894425824729662,,
21.0,44.0,24.98485490186429,,
20.0,34.0,23.48409958163723,,
,,19.543896048949268,16.0,28.0
,,17.991314763377154,10.0,39.0
,,17.773411359443664,17.0,27.0
