sma_fast,sma_slow,annual_return,ema_fast,ema_slow
28.0,21.0,24.08588907624889,,
27.0,21.0,18.952326549495663,,
25.0,16.0,18.165123438121554,,
,,13.609193193068805,3.0,38.0
,,12.91952756314641,3.0,37.0
,,12.637681873844643,3.0,39.0
