sma_fast,sma_slow,annual_return,ema_fast,ema_slow
10.0,63.0,29.306859007483908,,
8.0,35.0,28.910650519344628,,
11.0,60.0,28.67076277389565,,
,,22.359865359308923,24.0,32.0
,,22.359865359308923,23.0,33.0
,,22.25354445314757,12.0,56.0
