sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,58.0,39.23345785606145,,
19.0,59.0,37.52591422015544,,
27.0,31.0,37.32711948389513,,
,,33.753387363371594,24.0,53.0
,,33.19705878246077,16.0,60.0
,,31.021628503134487,15.0,61.0
