sma_fast,sma_slow,annual_return,ema_fast,ema_slow
17.0,118.0,20.48031563793037,,
26.0,120.0,20.41409967931075,,
16.0,127.0,20.38501791984264,,
,,17.09561247191291,9.0,76.0
,,16.89846670494643,9.0,69.0
,,16.46476298570729,5.0,70.0
