sma_fast,sma_slow,annual_return,ema_fast,ema_slow
5.0,14.0,42.53219991385719,,
5.0,13.0,40.92320062806218,,
10.0,12.0,39.847047516635854,,
,,23.44123936456576,19.0,14.0
,,23.2505711930359,18.0,15.0
,,22.48447991131636,17.0,16.0
