sma_fast,sma_slow,annual_return,ema_fast,ema_slow
18.0,26.0,47.426706005217895,,
17.0,27.0,44.02603796443864,,
10.0,18.0,42.97748693253661,,
,,33.108317139835066,1.0,50.0
,,33.108317139835066,1.0,51.0
,,33.02558492749583,1.0,52.0
