sma_fast,sma_slow,annual_return,ema_fast,ema_slow
18.0,85.0,28.114802733125728,,
27.0,92.0,27.591702019416047,,
18.0,87.0,26.987714872253747,,
,,21.136255920671704,1.0,13.0
,,15.985958359718955,1.0,14.0
,,14.69189873621977,1.0,11.0
