sma_fast,sma_slow,annual_return,ema_fast,ema_slow
14.0,47.0,37.52920598607628,,
15.0,47.0,36.778597531513455,,
7.0,55.0,36.7600364792796,,
,,25.71039896862964,4.0,44.0
,,25.002836489670564,4.0,45.0
,,24.45102518399081,4.0,47.0
