sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,33.62376586189561,13.0,34.0
,,33.59066719876703,14.0,32.0
,,33.154997567301244,15.0,30.0
15.0,45.0,32.38914046925187,,
15.0,44.0,32.23879004027254,,
24.0,25.0,29.874246534712984,,
