sma_fast,sma_slow,annual_return,ema_fast,ema_slow
12.0,11.0,20.927612555474024,,
25.0,27.0,18.617923625568537,,
29.0,38.0,17.4342097263056,,
,,17.226399371943927,11.0,10.0
,,14.499753320720457,12.0,10.0
,,13.4655965956168,15.0,10.0
