sma_fast,sma_slow,annual_return,ema_fast,ema_slow
9.0,10.0,42.385933745320514,,
,,40.14847993217509,2.0,12.0
,,38.33444411151836,2.0,11.0
,,38.08816976940979,2.0,13.0
1.0,11.0,36.94519306490015,,
1.0,10.0,36.9194490210873,,
