sma_fast,sma_slow,annual_return,ema_fast,ema_slow
27.0,23.0,27.0424583510186,,
26.0,24.0,23.26024195330811,,
27.0,22.0,23.08873433189744,,
,,14.572007384268192,22.0,12.0
,,14.189839024680111,18.0,16.0
,,14.054900983919266,18.0,15.0
