sma_fast,sma_slow,annual_return,ema_fast,ema_slow
26.0,139.0,16.751239440550258,,
26.0,11.0,16.453696976481737,,
25.0,11.0,16.276458258054504,,
,,11.0050342137514,22.0,13.0
,,10.059052322408045,18.0,17.0
,,10.059052322408045,19.0,16.0
