sma_fast,sma_slow,annual_return,ema_fast,ema_slow
1.0,81.0,24.52315071019043,,
1.0,82.0,23.6012775827005,,
1.0,83.0,23.55418029775156,,
,,21.243379071595854,10.0,14.0
,,21.092804173396367,11.0,13.0
,,20.96437830344179,2.0,34.0
