sma_fast,sma_slow,annual_return,ema_fast,ema_slow
28.0,26.0,31.94754745076429,,
29.0,26.0,29.361878290723848,,
28.0,27.0,26.027619437047267,,
,,13.389225618739427,24.0,15.0
,,11.9817316398395,23.0,16.0
,,11.771465894855828,24.0,16.0
