sma_fast,sma_slow,annual_return,ema_fast,ema_slow
23.0,28.0,42.37733867277946,,
24.0,27.0,40.0730693701767,,
22.0,38.0,38.18908556199254,,
,,29.25128693268621,11.0,10.0
,,28.226681604900367,2.0,36.0
,,27.93709938041573,12.0,10.0
