sma_fast,sma_slow,annual_return,ema_fast,ema_slow
15.0,29.0,23.388026291653176,,
16.0,27.0,22.592735830010845,,
16.0,26.0,21.512179671640983,,
,,12.52152422279915,17.0,77.0
,,12.517848720439146,17.0,78.0
,,12.34927885237529,18.0,76.0
