sma_fast,sma_slow,annual_return,ema_fast,ema_slow
5.0,12.0,12.9714358052986,,
28.0,33.0,12.787042059657317,,
6.0,12.0,11.912418214776627,,
,,7.088932189379607,23.0,11.0
,,6.947912827792643,24.0,10.0
,,6.825343096991508,22.0,14.0
