sma_fast,sma_slow,annual_return,ema_fast,ema_slow
26.0,33.0,50.43027451728253,,
10.0,46.0,49.719285176427846,,
2.0,11.0,49.06041379528174,,
,,36.96198712957664,10.0,30.0
,,35.52650084610301,12.0,26.0
,,35.34136119166887,9.0,32.0
