sma_fast,sma_slow,annual_return,ema_fast,ema_slow
29.0,14.0,43.45214274416782,,
26.0,14.0,43.06877958854627,,
28.0,14.0,40.079493045933866,,
,,18.50480426281818,12.0,10.0
,,17.535953667116978,22.0,20.0
,,17.535953667116978,23.0,19.0
