sma_fast,sma_slow,annual_return,ema_fast,ema_slow
11.0,113.0,27.357789837196023,,
14.0,32.0,26.706470426029995,,
11.0,111.0,26.503460965799025,,
,,24.807069873845965,2.0,62.0
,,24.725306752627123,4.0,57.0
,,24.72523063005135,3.0,60.0
