sma_fast,sma_slow,annual_return,ema_fast,ema_slow
20.0,12.0,20.57354580540385,,
16.0,14.0,20.25860895483686,,
20.0,19.0,19.94637787584349,,
,,15.519523113648852,11.0,10.0
,,13.441448287650507,13.0,10.0
,,12.7054751043463,12.0,11.0
