sma_fast,sma_slow,annual_return,ema_fast,ema_slow
18.0,24.0,32.29905682127079,,
20.0,35.0,28.25253479744299,,
29.0,95.0,26.26181198576669,,
,,16.26427907776404,3.0,25.0
,,15.812135893875867,18.0,60.0
,,15.812135893875867,19.0,60.0
