sma_fast,sma_slow,annual_return,ema_fast,ema_slow
3.0,104.0,19.77335865058005,,
3.0,102.0,19.678523398583643,,
3.0,103.0,19.678523398583643,,
,,16.00914465372342,22.0,18.0
,,15.803439144454387,21.0,19.0
,,15.750244136866057,21.0,16.0
