sma_fast,sma_slow,annual_return,ema_fast,ema_slow
28.0,38.0,20.02615615742076,,
23.0,47.0,17.761199465058457,,
17.0,26.0,17.01400552690022,,
,,13.67144419964482,18.0,16.0
,,13.41512828515322,19.0,15.0
,,13.322178669397264,20.0,15.0
