sma_fast,sma_slow,annual_return,ema_fast,ema_slow
15.0,60.0,27.83326214785773,,
15.0,61.0,27.36126360600996,,
2.0,25.0,26.80178765111243,,
,,26.476016896661,23.0,36.0
,,26.35216339215657,24.0,35.0
,,26.258498983413503,22.0,37.0
