sma_fast,sma_slow,annual_return,ema_fast,ema_slow
24.0,40.0,27.108137105765906,,
21.0,10.0,25.50344131712785,,
27.0,37.0,24.73856313376117,,
,,16.760478697863764,11.0,10.0
,,16.69623935470573,14.0,11.0
,,15.58209884451895,23.0,15.0
