sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,25.97403742641779,2.0,46.0
4.0,63.0,25.515406017381054,,
3.0,66.0,24.51418578350022,,
2.0,65.0,24.46679373341614,,
,,23.95333530733881,7.0,64.0
,,23.81614220575692,8.0,26.0
