sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,17.0,18.63651868419964,,
,,16.908683307901917,3.0,22.0
,,16.497281540886785,2.0,24.0
,,16.488365799198572,3.0,23.0
6.0,12.0,15.88202333330549,,
19.0,16.0,15.783238910074257,,
