sma_fast,sma_slow,annual_return,ema_fast,ema_slow
18.0,37.0,56.77382769353196,,
18.0,38.0,54.32666745127256,,
18.0,36.0,52.5840981453059,,
,,37.62587085471807,12.0,18.0
,,37.24249621597071,11.0,19.0
,,35.489652559401215,9.0,22.0
