sma_fast,sma_slow,annual_return,ema_fast,ema_slow
11.0,52.0,31.779404069536994,,
11.0,53.0,30.64230779510265,,
8.0,54.0,30.308061204288123,,
,,22.591354075635664,9.0,11.0
,,21.93215907233873,18.0,27.0
,,21.875151416027315,16.0,29.0
