sma_fast,sma_slow,annual_return,ema_fast,ema_slow
24.0,37.0,30.48414389084531,,
26.0,34.0,26.87354478036472,,
26.0,33.0,26.37186433862109,,
,,24.385468761157703,22.0,40.0
,,24.385468761157703,23.0,39.0
,,23.787834416704698,23.0,40.0
