sma_fast,sma_slow,annual_return,ema_fast,ema_slow
20.0,22.0,45.89305844327665,,
,,44.16249463588369,4.0,17.0
,,41.659220904193006,3.0,21.0
21.0,43.0,41.50770206245375,,
,,40.89186192959526,3.0,20.0
15.0,41.0,39.19837667317987,,
