sma_fast,sma_slow,annual_return,ema_fast,ema_slow
16.0,14.0,9.047069606990682,,
21.0,19.0,7.808322259661694,,
14.0,13.0,7.2871781996512865,,
,,6.479923427438496,24.0,23.0
,,5.615833355860165,24.0,22.0
,,4.753003952482739,22.0,16.0
