,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,8,6,1.0,2.0,5.014193150440081,0.4762728439802212,7
1,8,7,1.0,2.0,4.978000015347164,0.5006863952595678,8
2,7,5,1.0,1.8,4.924853292669424,0.6205487666642174,10
3,8,8,1.0,2.0,4.91827124109332,0.4694500079966836,7
4,7,5,1.0,2.0,4.554856490348349,1.0072353780096208,6
5,7,6,1.0,2.0,4.554856490348349,1.0072353780096208,6
6,9,5,1.0,2.0,4.5151338796696345,0.4621023547100393,8
7,7,8,1.0,2.0,4.416419528240726,0.4100631812470349,7
8,7,7,1.0,2.0,4.416419528240726,0.4100631812470349,7
9,3,8,1.2,1.6,4.3434679230326045,2.8607694504130827,2
10,8,9,1.0,2.0,3.962786785783557,0.4058351654425393,8
11,8,10,1.0,2.0,3.962786785783557,0.4058351654425393,8
12,9,7,1.0,2.0,3.828064373460215,0.3991599813537774,9
13,9,6,1.0,2.0,3.828064373460215,0.3991599813537774,9
14,8,5,1.0,2.0,3.771151618579512,0.3738813719124869,7
15,5,11,1.8,1.6,3.5223705911785426,0.9960899566871686,4
16,10,17,1.0,2.0,3.237055116609062,0.3628350397370022,11
17,8,13,1.0,2.0,3.110413979319652,0.3239298898582534,9
18,8,11,1.0,2.0,3.084512423361306,0.3233101796846434,9
19,8,12,1.0,2.0,3.0168906380918536,0.3146846034209935,9
20,6,5,1.0,1.8,2.995501104336911,1.1277209098307008,5
21,7,5,2.0,2.0,2.9614261302868727,1.1090693561183038,4
22,10,7,1.0,2.0,2.9280384569622395,0.3030332408982802,11
23,8,5,1.0,1.8,2.905950922508486,0.4438331769065082,13
24,7,9,1.0,2.0,2.901457375897498,0.2801372026376739,8
25,7,5,1.2,1.8,2.803118144199648,0.420073535604512,10
26,3,14,1.4,2.0,2.777734570858288,0.0,1
27,3,9,1.4,1.8,2.777734570858288,0.0,1
28,3,5,1.2,2.0,2.777734570858288,0.0,1
29,3,7,1.2,1.8,2.777734570858288,0.0,1
30,3,5,1.2,1.6,2.777734570858288,0.0,1
31,3,9,1.2,2.0,2.777734570858288,0.0,1
32,3,13,1.4,1.8,2.777734570858288,0.0,1
33,3,13,1.4,2.0,2.777734570858288,0.0,1
34,3,9,1.2,1.8,2.777734570858288,0.0,1
35,3,14,1.4,1.8,2.777734570858288,0.0,1
36,3,7,1.2,2.0,2.777734570858288,0.0,1
37,3,15,1.4,1.8,2.777734570858288,0.0,1
38,3,8,1.4,2.0,2.777734570858288,0.0,1
39,3,8,1.4,1.8,2.777734570858288,0.0,1
40,3,16,1.4,1.8,2.777734570858288,0.0,1
41,3,16,1.4,2.0,2.777734570858288,0.0,1
42,3,17,1.4,1.8,2.777734570858288,0.0,1
43,3,17,1.4,2.0,2.777734570858288,0.0,1
44,3,8,1.2,2.0,2.777734570858288,0.0,1
45,3,8,1.2,1.8,2.777734570858288,0.0,1
46,3,15,1.4,2.0,2.777734570858288,0.0,1
47,3,5,1.2,1.8,2.777734570858288,0.0,1
48,3,10,1.2,1.8,2.777734570858288,0.0,1
49,3,11,1.4,2.0,2.777734570858288,0.0,1
